num_cols,cat_cols,temporal_cols,avg_cardinality,corr_strength,pct_nulls,numeric_cardinality_mean,contains_geo,hierarchical_cat,numeric_ratio,chart_type
1,0,0,0.0,0.16686524943985567,0.09874556385424534,360.01798740479785,0,0,1.0,Histograma
1,2,0,11.352975916372271,0.34291658644410283,0.021245600975312525,54.0967301144266,0,0,0.38570645900428735,Bar
1,0,0,0.0,0.0497675833864759,0.0,127.32324204307812,0,0,1.0,Histograma
3,1,2,0.0,0.4637394794195787,0.2668313025249692,67.09754833916143,0,0,0.4874324824439566,Line
3,1,2,3.4018560514050318,0.2978332329566443,0.25819663660541703,150.7445168800027,0,0,0.5622285329189376,Line
2,0,0,0.0,0.34491758922850535,0.32390192998625233,81.26886565271218,0,0,1.0,Scatter
2,0,1,3.4268837194125545,0.9055875314744812,0.034100163093270026,253.27552309850924,0,0,0.6725223369401097,Area
1,2,0,11.540028069788331,0.013629658892060179,0.009065255353735827,24.5895573102886,0,1,0.26965246579113084,TreeMap
1,1,0,3.9767776335098795,0.0992797932826505,0.17980390782228348,24.972714634668872,0,0,0.5,Pie
1,0,0,0.0,0.09198189074613022,0.06979026302082408,10.10717782628175,0,0,1.0,KPI
1,2,0,8.136052063490226,0.012415933442118873,0.08920001618157047,32.8290172100679,0,1,0.32302617860819105,TreeMap
1,2,0,9.981191975938575,0.35233295118825897,0.013476489821826795,34.275114651163676,0,1,0.3369657238509854,TreeMap
4,0,2,0.0,0.723607988427465,0.0,142.63290453357092,0,0,0.6821940342789994,Area
1,2,0,17.317600571862908,0.8322181805967709,0.1094696770774632,55.07899389200508,0,0,0.3601946222683952,Heatmap
1,0,0,0.0,0.11377302372486062,0.1052397565918554,425.56573855713594,0,0,1.0,Histograma
2,2,0,27.572318572147626,0.5553713043690548,0.18628507681806808,21.862649630361897,1,0,0.48710631150712363,Heatmap
3,1,1,1.0980692632827291,0.6193480596096947,0.18184426880323698,18.91993345130275,0,0,0.585863127408264,Line
3,1,2,3.8015581742571563,0.8142681355220048,0.14860777331712197,46.93912890182682,0,0,0.5046628667415035,Line
1,0,0,0.0,0.0,0.006521761675508254,285.0687578537781,0,0,1.0,Histograma
1,1,0,3.114451593028762,0.25889522712700724,0.07364263830420473,34.980200734128864,0,0,0.5,Pie
1,0,0,0.0,0.22714178108217287,0.0,444.72984697103874,0,0,1.0,Histograma
3,0,2,0.46846280304713767,0.7408092871157498,0.19960267658478498,82.62839966568932,0,0,0.5677534076078962,Line
2,0,2,0.0,0.44291468685547736,0.0,315.48506334887566,0,0,0.503955003262902,Area
4,0,1,0.0,0.39429100864891425,0.0681347492089886,222.73780754618747,0,0,0.8147089666667604,Area
1,0,0,0.0,0.049110882142091535,0.09128588480704203,5.406894221086624,0,0,1.0,KPI
2,2,0,8.440638452194706,0.7863971825019809,0.027888736811283642,28.525116480125245,1,0,0.5044184046148298,Heatmap
3,1,0,17.010925010778642,0.3404027517343208,0.21294950631635606,64.30393234924617,0,0,0.7812814834179805,Bar
2,1,2,0.0,0.6691868993561192,0.0,31.486141893464435,1,1,0.4273228424611834,Line
1,2,0,4.102325722193845,0.16391565962478596,0.04906043650075839,26.41543238765372,0,1,0.380792287329934,TreeMap
1,1,0,2.4396033621944753,0.08564217662625362,0.0,3.2580214664854394,0,0,0.5,Pie
1,2,0,13.60094608738475,0.08975559164421994,0.377302366995312,11.483018305236232,1,0,0.3736299716148516,Table
0,2,1,8.0,0.25740466744553114,0.1591471054267636,20.136804211345275,0,0,0.0,Table
2,3,0,11.35255285491018,0.17652479489738673,0.3041291801618024,44.77445291715113,0,1,0.36298970023027893,Bar
2,0,2,2.7932621906477206,0.4498272110074258,0.047186477246619174,223.52676307182162,0,0,0.48183977791070615,Area
1,0,0,0.0,0.069744529224934,0.033309755244131524,8.1295341895442,0,0,1.0,KPI
2,4,1,17.091494735096603,0.2509246992326759,0.20129608452456343,25.73970321795534,0,0,0.33334334750353056,Table
1,2,0,11.003109448041783,0.37310104208294226,0.1579997124329228,24.0148305432055,0,0,0.32096933770609154,TreeMap
1,1,0,6.12930292397364,0.0,0.13685228345178546,17.666258026239053,0,0,0.5,Pie
3,0,1,2.405248841880845,0.38178977747868664,0.12939551113912023,78.95256759537016,0,0,0.7450770276698598,Area
2,1,2,1.8138839734553127,0.47733976247610777,0.04875962480375447,115.99774768702434,0,0,0.395309950149682,Line
1,1,2,1.4528535335726112,0.3737890877216893,0.19905132993507485,158.64883573687462,0,0,0.28079445873114395,Line
1,2,0,33.72190954602175,0.12018440758840453,0.29397080576873663,12.444296649421467,0,0,0.2800307056445295,Table
1,3,0,17.004656296299192,0.3707874250060166,0.12803741156759085,62.36200833616265,0,0,0.29083254919235224,Bar
1,2,0,23.170643300358883,0.49200502308479177,0.0744582709801134,36.44543957780569,0,0,0.3319774819813476,Heatmap
3,0,2,3.025425772460135,0.6351801346297002,0.20495001390900885,89.59483299693092,0,0,0.6419255345455974,Line
3,3,0,14.919411910029975,0.49868045375290565,0.15295900962025355,24.864317989068795,0,0,0.5337513176512407,Bar
1,0,0,0.0,0.013518023204414226,0.07614905315453638,269.1262493851892,0,0,1.0,Histograma
3,3,0,2.0,0.06340650711783707,0.22341851699091256,39.173625945896106,0,0,0.5025691312296853,Bar
1,1,0,4.9346753243971495,0.21264377201453977,0.0622732332925916,2.7621143953508103,0,0,0.5,Pie
1,2,0,2.0,0.3776852437059837,0.08857314319580137,7.2379388474155775,0,1,0.3439367670008681,TreeMap
2,0,2,2.8667005075044587,0.824361309400515,0.1854112102140325,124.1377194796038,0,0,0.5608639419642937,Line
4,0,1,0.9698312924582433,0.3848194085886771,0.0,196.0633100592265,0,0,0.7730772469891333,Area
2,3,0,16.292213278103496,0.44882239593193163,0.08641969632462711,19.93122810195385,0,0,0.4277589869190873,Bar
1,3,0,17.22650316914411,0.9322048996627548,0.2130928197669007,34.283909613838865,1,0,0.28793217399615445,Heatmap
1,0,0,0.0,0.2204831527148582,0.10310964275150507,2.1657158029066443,0,0,1.0,KPI
2,2,0,10.67173280308822,0.04646967139333904,0.12258472492351341,32.04843271391981,0,0,0.5017698437195963,Bar
3,0,1,0.6674324897852765,0.6419518621423247,0.09145278250820929,246.49257778267562,0,0,0.773804673077564,Area
1,2,0,13.527500734752623,0.4128995170238986,0.19042073781128502,25.72746523517655,1,0,0.33544822020396825,Bar
2,0,1,3.1342975908830257,0.632983443055864,0.016340572123035024,97.0640890739982,0,0,0.6679846894966721,Line
2,0,0,0.0,0.8346606273075713,0.06583712338978984,109.76631424236726,0,0,1.0,Scatter
1,0,2,2.9016468228287686,0.32470633795402376,0.01673244041326714,215.4049015038754,0,0,0.2977625736422295,Line
1,3,0,26.118352921548492,0.38846947166080303,0.01629095799160135,16.35390590185299,0,0,0.2165468761538022,Heatmap
2,3,0,12.825903438904206,0.7132049533912129,0.09298711889257985,33.72253942525825,0,0,0.4205163588497917,Heatmap
1,0,0,0.0,0.18064496343918918,0.13149540916912703,232.24891244641364,0,0,1.0,Histograma
2,3,0,10.133781152880122,0.2997391002845954,0.2616796431037452,61.885109604680565,0,0,0.4296439457568001,Bar
1,1,0,8.29368254082646,0.33542425823272065,0.14093111226810223,30.273981112087068,0,0,0.5,Pie
1,3,0,16.097511301726573,0.6483596776674754,0.28669876996089777,42.19813204748951,0,0,0.26906113428583833,Bar
2,0,2,2.164184383231131,0.6260217194969665,0.06533353347077384,111.37106713170712,0,0,0.49530152703830227,Area
0,4,0,22.523234219409954,0.03681570166834388,0.1859177967566069,9.496232912130786,0,0,0.0,Table
1,3,1,38.75645150500251,0.23842405956555238,0.20949908341996906,9.305856826967359,0,0,0.23112993808952811,Table
1,0,0,0.0,0.052874660195036005,0.012824574493100552,3.087920717034897,0,0,1.0,KPI
2,2,0,32.23006257965375,0.553873384226654,0.383780926830299,35.882920751599094,0,0,0.4276563463012355,Heatmap
3,3,0,13.939547116814095,0.1442499065121174,0.10584437859528614,24.262374322025074,0,1,0.43642047757571767,Bar
1,0,0,0.0,0.1722995039691538,0.01962867530125008,409.4671346931457,0,0,1.0,Histograma
1,1,0,9.950776860575306,0.1311877320029948,0.18454897139120943,52.00203075565753,0,1,0.49835129377946563,TreeMap
2,0,0,0.0,0.7460802192818429,0.10030183485750585,273.0388301891371,0,0,1.0,Scatter
1,1,2,0.0,0.2593002340962252,0.20021761212287956,77.65824082846781,0,0,0.21365178856100286,Line
1,1,0,7.879249666951074,0.30902776404581933,0.06211052435518032,25.729792411104164,0,0,0.5,Pie
1,0,0,0.0,0.0,0.007082188593543051,6.188603655571815,0,0,1.0,KPI
1,3,0,22.0818834457781,0.7421228607440419,0.22962553193321797,21.323040518031185,0,0,0.23086031100505372,Heatmap
3,0,1,4.0932526483520855,0.3280580928542068,0.136308686024673,65.55865476033756,0,0,0.7333933078958907,Line
2,3,0,22.262091087815904,0.1730165732096759,0.15407371654753937,14.65694204778858,0,0,0.4185140176622076,Bar
3,1,0,9.704794151236168,0.214609119003077,0.293393674003795,23.977889171363095,0,0,0.7832143502296203,Bar
2,0,1,3.4648262158161085,0.8640015570293557,0.0,124.88578375323503,0,0,0.69676635796598,Area
1,2,0,26.74169463690118,0.8878542256214155,0.08756258195325207,23.82295032256383,0,0,0.3449436861246302,Heatmap
0,3,0,54.591564744973866,0.10710110462438868,0.47377823398139407,17.68923439675081,0,0,0.013843771214796187,Table
2,2,0,14.446026721347849,0.23154791203083944,0.0509103447412824,24.809273870212316,0,0,0.5339615686524254,Bar
1,0,0,0.0,0.25484134785954526,0.07784086917603417,4.8403866423335105,0,0,1.0,KPI
3,3,0,18.316089393312243,0.4153427002398028,0.17542451500646034,12.0468126520402,0,0,0.5499234832630882,Bar
2,0,2,0.0,0.5544757095722784,0.1584299020621427,259.0040699451104,0,0,0.47435565955269143,Area
1,1,1,0.7592471022311732,0.26246130903108883,0.09181508488025415,20.02735962418243,0,0,0.28801148777639934,Line
4,0,0,0.0,0.731415108266239,0.11512764173491272,68.11357896665989,0,0,1.0,Scatter
2,1,2,0.0,0.6575750665308302,0.13025762961966,54.894224555138784,0,0,0.3833097045383197,Line
3,0,2,1.7347958197308246,0.7284860012621582,0.15706974353212436,262.24781969804474,0,0,0.6269269151131664,Area
3,2,0,19.395575120471793,0.4822746950219359,0.29165916557442856,40.179581552061386,1,0,0.5422793640290906,Bar
3,0,1,1.7002558376310792,0.8663389203296766,0.04464480989063735,296.66909590051904,0,0,0.7636612913299318,Area
4,0,1,1.5359838494702882,0.9380564513294534,0.15751822915130653,149.55719869527147,0,0,0.7567957300971572,Area
1,1,0,11.443610014281573,0.3310300056192552,0.10861413780922236,62.2806412465381,0,0,0.4848393276154429,Bar
2,2,0,16.355097324806707,0.6597376981615064,0.24646634266044642,58.57751740841673,0,0,0.4842667093486586,Heatmap
2,0,2,0.23334146961641244,1.0,0.04656467405097231,163.126714379845,0,0,0.5236761020594428,Area
1,2,0,14.778286582316046,0.3771913716865737,0.08849706567811422,4.130743552888407,0,0,0.3660603468012911,TreeMap
1,3,0,13.278672812186901,0.9304963655090468,0.20084035134869488,46.922205218589966,0,0,0.2976291281248755,Heatmap
3,2,0,15.098432109195654,0.5267163709644589,0.025572247305099924,20.62141596034994,0,0,0.555767156159938,Bar
4,0,1,1.925969519773961,0.7041728014386184,0.24790793689928314,138.84003384200602,0,0,0.7870701266996178,Area
3,0,0,0.0,0.4443670609274484,0.16011712839962933,156.50765197018328,0,0,1.0,Scatter
1,0,0,0.0,0.07214055125109448,0.031739687399770004,156.18078247375388,0,0,1.0,Histograma
2,3,0,4.966485763996129,0.13654039576017954,0.17516924697752742,41.316448122288044,1,0,0.3986919779473977,Bar
1,0,2,0.9843227017950357,0.607714804576269,0.011959173428972045,50.554093133397686,0,0,0.2930432838233006,Line
1,1,0,12.914451913188717,0.03826145187251888,0.15634797302915313,0.0,0,1,0.48118688339472016,TreeMap
1,0,0,0.0,0.19055609054736022,0.009870151171272705,2.9899245841739184,0,0,1.0,KPI
1,1,1,3.0787292534818147,0.31701116444811744,0.17116484664188114,119.84077693278333,0,0,0.2966607202295972,Line
4,0,2,0.0,0.7348214534085116,0.17059211268874971,207.08884518751339,0,0,0.6783123547878029,Area
2,0,1,0.0,0.6714056461541617,0.09998165216222188,125.91537136515983,0,0,0.6480355239002268,Area
2,1,2,5.064393550615181,0.3135248423994793,0.18706088497177742,127.38965674874206,0,0,0.3967626679093319,Line
1,0,0,0.0,0.1271054207945499,0.16765200455311885,318.55425316817804,0,0,1.0,Histograma
2,0,2,1.9892884835496214,0.5059110423346124,0.09830867178997052,158.66439000374524,0,0,0.48814874667554253,Line
1,1,0,2.0,0.015515649370750138,0.10097596595680375,33.61649052655736,0,0,0.5,Pie
2,1,2,1.2347219106261573,0.1999343536863122,0.22233056461679687,23.4692259804663,0,0,0.37979700428579627,Line
1,2,0,16.12202971082841,0.3059682379296516,0.0,9.86047861799241,0,0,0.32171184914534523,Bar
3,2,0,2.2923399248651735,0.4535199566161874,0.16966889675976216,51.00804044654999,0,0,0.6008925223397659,Bar
1,0,0,0.0,0.07474674623153658,0.0,2.3411814521271506,0,0,1.0,KPI
4,0,0,0.0,0.9736166029426152,0.225484677011977,168.72245533903413,0,0,1.0,Scatter
3,0,2,0.0,0.30182980223046346,0.20574948255452782,200.7431050421688,0,0,0.624587012474252,Area
3,1,2,3.612014617614343,0.3837211122329024,0.06567276929467514,110.20639866035066,0,0,0.5069747967715051,Line
1,0,0,0.0,0.06456477990280116,0.029883115024796875,4.374049343215878,0,0,1.0,KPI
2,2,0,2.895156427649852,0.5066994663373898,0.07589521389484019,32.822836926364076,0,0,0.49618019543007563,Bar
2,2,0,10.516318702688599,0.8899947295811681,0.16179285275518746,45.38940557389716,0,0,0.4995168200080134,Heatmap
1,2,0,18.682334567063492,0.23741415895439494,0.13937953570939784,60.56215059246518,0,0,0.3085966940693462,Bar
2,3,0,32.66725212990042,0.8117039076266175,0.22261718586261217,15.73028996437456,1,0,0.4187806910378417,Heatmap
2,2,0,8.753138196732912,0.47871723712059333,0.16547526462729997,30.112873229832882,1,0,0.48620258349807943,Heatmap
3,0,2,2.708007691602586,0.38938698343423483,0.17706809272163274,100.50888798729886,0,0,0.6209192030642845,Area
1,1,0,9.864979327089491,0.35019294121632144,0.251451991128933,15.64172956833269,0,1,0.48192941216933843,TreeMap
4,0,0,0.0,0.461686021105301,0.053488627156276315,195.69206510263288,0,0,1.0,Scatter
1,1,0,2.161489990680466,0.1367151425321686,0.0,6.266647585600197,0,0,0.5,Pie
3,1,2,5.380066017198814,0.644562419857966,0.21559710608901134,115.42372930925175,0,0,0.49969026127342936,Line
3,0,1,2.1690008078434424,0.6906958966344618,0.267675017856435,68.35410224751229,0,0,0.7514423941446849,Line
2,0,0,0.0,0.8469158379913597,0.11111317452018954,292.4427710362679,0,0,1.0,Scatter
2,2,0,14.14693329579709,1.0,0.18515854505486584,6.040011471315935,1,1,0.4851731600386001,Heatmap
1,1,0,4.237455234783157,0.23826476244487144,0.11540557952085986,3.868227393453476,0,0,0.5,Pie
3,1,2,1.9444258257855622,0.46059978965656884,0.12778607213510088,145.31826138749707,1,0,0.5305854584032651,Line
1,1,0,3.343478873636499,0.27510854618161595,0.06975216466539906,23.59380970172745,0,0,0.5,Pie
2,0,0,0.0,0.2965453516793442,0.03353239598422935,306.7412872483625,0,0,1.0,Scatter
3,2,0,15.397458010553203,0.4638300269513468,0.09519970867317616,25.706940161551653,0,0,0.5967188847719672,Bar
1,1,0,11.213404105955709,0.16589577029126676,0.17222258613685001,49.96443239679339,0,0,0.5364416442349335,Bar
3,3,0,14.243695266142499,0.5380636165180451,0.22322677580438338,45.57915283333211,0,0,0.5161434631101178,Bar
2,0,1,1.954199439618024,0.3412234865970393,0.06712557338102418,239.3825876837833,0,0,0.674583265779194,Area
2,2,0,13.987831214781743,0.34680614509109475,0.12592509272024718,27.8552349262989,0,0,0.47236345139385755,Bar
4,0,0,0.0,0.7843544617615179,0.08422022545444599,192.66973099430555,0,0,1.0,Scatter
3,0,0,0.0,0.6288791570299928,0.21895245038231204,56.46787699171993,0,0,1.0,Scatter
1,0,0,0.0,0.1742566355497396,0.03527768958306013,98.88465640505353,0,0,1.0,Histograma
1,1,1,0.9897124618308943,0.46694772273806173,0.0,147.53646714830637,0,0,0.3681777705639381,Line
4,0,1,0.0,0.6798164371853909,0.09966405905087747,86.95206172877899,0,0,0.8018611560088517,Area
3,0,0,0.0,0.8668232079090847,0.05865457092920452,147.4721673152691,0,0,1.0,Scatter
2,3,0,13.413295625921018,0.23808417694830428,0.3095883323629346,11.540137884829058,0,0,0.369044534673257,Bar
1,1,0,13.659358558040243,0.38682631293752034,0.2695482983201194,33.87688251327593,0,0,0.49830475423562,Bar
2,0,1,0.5465229792847175,0.6143111625674805,0.0,34.69562456027304,0,0,0.6885529496875283,Area
3,0,1,1.5689460941739017,0.6568037067505804,0.11872166729770958,93.06677763856655,0,0,0.7086435562404952,Line
2,1,0,12.408566040799007,0.33718220753676525,0.14467304343343307,54.61311214757962,0,0,0.6633894864292568,Bar
4,0,1,0.5722051430571411,0.6871027315401564,0.15831225372921026,119.75931566059437,0,0,0.7950763289862521,Area
3,3,0,5.795289466117671,0.378660967908982,0.05101665211601004,59.664952304540826,0,1,0.49956230268715657,Bar
1,0,0,0.0,0.1678572125693198,0.0017031254905726448,326.95381077718537,0,0,1.0,Histograma
1,0,0,0.0,0.2837959859302236,0.12386121866508877,129.203626787684,0,0,1.0,Histograma
2,2,0,8.37078171194617,0.2675016071515476,0.27674331950468295,7.621765007245335,0,1,0.4949007714491409,Bar
1,1,0,3.3865549893412883,0.01144942635521823,0.0,19.846826504104932,0,0,0.5,Pie
1,3,0,10.948235829694775,0.3372701542664084,0.1361377633947897,3.087351284795677,0,0,0.28744435154348935,Bar
1,3,0,15.432074189627727,0.7363792185640896,0.08957039241932385,37.751650878709526,0,0,0.26287530267214526,Heatmap
2,0,2,1.2989405531130611,0.5617684664371039,0.09468894698984327,52.67666643342628,0,0,0.45218014682941526,Area
1,1,1,3.3366881084969893,0.31061271532362933,0.23415434045077466,50.60673061412241,0,0,0.2902185906470342,Line
3,0,0,0.0,0.8168734606902652,0.04639777508480577,85.02506527218544,0,0,1.0,Scatter
1,1,0,4.493860668720588,0.006703836082784499,0.2611274332549686,1.250831519333586,0,0,0.5,Pie
3,0,2,0.29921645507832884,0.32033617959230726,0.032967642227900114,103.75922067577703,0,0,0.6054699031906298,Area
2,0,2,1.8001123470803062,0.11057371451762577,0.19052294451637705,102.8463945086353,0,0,0.4272856209443867,Line
3,1,2,5.072179493000547,0.5141114231615965,0.0,141.32911349754244,0,0,0.4654693578438146,Line
4,0,1,0.0,0.6527096876722381,0.07812986670045899,299.6608384565539,0,0,0.8411579131536927,Area
1,2,0,7.81971664821217,0.2978579299580009,0.0,51.29126350232788,0,1,0.3670903307994177,TreeMap
2,1,1,2.019624049343057,0.39389032380950895,0.15127708902173376,82.51113301819002,0,0,0.46442839281763704,Line
2,0,2,1.1991764716364968,0.649372800839743,0.09621768537295572,168.4298599565027,0,0,0.5160248637914204,Area
1,2,0,11.942648763459045,0.21219761874331922,0.2676887139043159,47.68495328344139,0,0,0.35932101322659377,Bar
3,1,0,6.3178305716714505,0.2563291378336619,0.0,75.87574708692887,0,0,0.774940411530574,Bar
3,0,1,1.1711367571548013,0.5349995982440457,0.17882541884355316,150.4856171526393,0,0,0.7143983208141241,Area
2,2,0,7.6079800164774065,0.8984764164158695,0.16364937612109934,7.943991018575186,1,1,0.5058506184673665,Heatmap
1,2,0,12.212598517454644,0.3837252109987763,0.10615104770705389,20.42603590800874,0,1,0.34360203593511224,TreeMap
1,1,0,12.944016584794744,0.1575950651788758,0.01210890436692319,57.362975235510035,0,0,0.4812395175031787,Bar
2,1,1,4.518934850549602,0.23907316166362869,0.19194638776243797,202.33118916571937,0,1,0.5221043451762094,Line
3,0,2,0.995570182701087,0.36882500132172463,0.061341035823635266,158.10772423292883,0,0,0.6005185866323093,Area
3,0,2,5.260674142695206,0.3843341259771474,0.0831168399523879,26.892105835753096,0,0,0.5654504724338955,Line
4,0,1,0.7171847391564983,0.5435279023841959,0.12338083037972876,301.5501292058946,0,0,0.7899821792164929,Area
2,2,0,3.010385525710497,0.5148836669978182,0.18516629702325513,13.172060433558382,0,0,0.5144092345167256,Bar
4,0,2,1.1783225504749115,0.6295102388669769,0.0,39.477794072380654,0,0,0.665278563842378,Area
2,3,0,14.925114101746718,0.18520650571690336,0.09125453825451348,65.67996402462612,0,0,0.4412424604969197,Bar
1,1,0,4.984417400352254,0.3300390937864454,0.06683552469356352,9.80090809930735,0,0,0.5,Pie
1,1,0,2.0,0.2002296559782983,0.08218261367925878,18.48509364438627,0,0,0.5,Pie
2,0,0,0.0,0.7060334330007817,0.22467880097487355,103.75462665822556,0,0,1.0,Scatter
1,0,2,3.3332198279347685,0.21681033797237254,0.1831159916891622,42.12030225055714,0,0,0.36127738048561725,Line
2,2,0,10.397046030871731,0.1720474892892378,0.13111203630873827,51.512482205301865,0,0,0.43466907311358116,Bar
1,2,0,6.733130938741125,0.1909602257667115,0.06818218334337939,45.474019636954736,0,1,0.28760096141384595,TreeMap
2,1,2,2.4211832388053596,0.7096300660162376,0.29550289021702736,161.11704394156865,0,0,0.37937635447399903,Line
2,0,2,0.490857249214773,0.9422808711937308,0.06704828337749323,37.172571880826595,0,0,0.5121522263618749,Area
1,2,0,7.309096551636491,0.1708506648591696,0.19107997386952613,29.04399741828915,0,0,0.3506909184032324,TreeMap
1,0,0,0.0,0.08105478933193795,0.03488163031275305,8.324457029663195,0,0,1.0,KPI
3,0,0,0.0,0.6021375704933138,0.0026188546501531127,289.03690653445386,0,0,1.0,Scatter
1,0,0,0.0,0.340008041505193,0.09837243411945358,112.54478270994227,0,0,1.0,Histograma
2,0,0,0.0,0.9832254546183917,0.0,186.39435919902368,0,0,1.0,Scatter
1,2,0,13.400693871889269,0.1712769871546488,0.10004371344987588,40.53864225819126,1,0,0.3969676354123433,Bar
1,0,0,0.0,0.01585707249980879,0.11205953616143062,8.271055010335601,0,0,1.0,KPI
2,1,0,9.088893457718193,0.03296560952715592,0.1719804643864986,69.96773396096027,0,0,0.6446715439275464,Bar
1,1,0,2.0,0.3731660797498921,0.04578905673648833,12.28545950201709,0,0,0.5,Pie
1,1,0,6.101828655602017,0.16923008485542973,0.0012749475444321229,6.607280935280713,0,0,0.5,Pie
2,2,0,16.48500700242694,0.7579685086969241,0.0,53.061754215617725,0,0,0.5245774470820345,Heatmap
1,2,0,14.555841486790722,1.0,0.2422882522453737,37.644436872192635,0,0,0.31140444197898953,Heatmap
2,2,0,4.0,0.7939768402908649,0.057761051234344295,12.859282822562783,0,0,0.47531318937430345,Heatmap
1,0,0,0.0,0.20249890315327013,0.030311538413915144,9.48291987101648,0,0,1.0,KPI
2,1,2,0.0,0.7846708803077003,0.04666547714886539,80.475419663029,0,0,0.4191482376962189,Line
3,1,2,0.0,0.5449727209200353,0.22238832844237985,157.59972734158578,0,0,0.44872079824602784,Line
1,1,0,14.79867747153128,0.15315051307920277,0.011345497388810234,61.80375180713692,0,0,0.5012789307331325,Bar
2,0,2,1.6580590683614314,0.2376337717908382,0.0,192.40296054748313,1,0,0.4287155218194769,Line
1,1,0,4.335076551779233,0.3846807625347317,0.0,1.929146580924895,0,0,0.5,Pie
2,1,2,0.0,0.3156305490412644,0.2418116934124414,48.48384325099018,0,0,0.3648116582449659,Line
3,0,1,1.5164294274029255,0.2878956794221591,0.0,138.18157722102404,0,0,0.7492077076664087,Area
0,3,1,44.37326482653815,0.08491200613774744,0.11101118505980953,6.265289742471968,0,0,0.0,Table
1,2,0,18.908939432781445,0.51892236990349,0.19260691114188525,12.915524968577357,0,0,0.31359614547840914,Heatmap
1,0,0,0.0,0.06355733511179773,0.1165813462641778,1.1800162919204715,0,0,1.0,KPI
1,0,0,0.0,0.06698260829734484,0.0,8.15325916206403,0,0,1.0,KPI
1,1,0,3.8693790011457443,0.28011367446444924,0.0,15.652973401394366,0,0,0.5,Pie
1,0,0,0.0,0.1614320723391277,0.08762616094109031,9.314551117856457,0,0,1.0,KPI
2,2,0,17.047608892274024,0.34197387801430756,0.053461550239043865,58.54909311630632,0,0,0.46859255270486466,Bar
3,2,0,7.620823874771805,0.5246943954798877,0.30923384729523573,27.146319855117788,0,0,0.6183005272795954,Bar
3,3,0,12.040181382880947,0.13670059377800975,0.3556529196283401,75.08910641807734,0,0,0.5526822296644622,Bar
3,3,0,15.004882970413448,0.46208905205035267,0.12822053122880944,73.11551957367917,0,0,0.48167883161046066,Bar
3,0,2,0.9370561303334337,0.5253595231912982,0.03664541833239046,236.75378263058894,0,0,0.6317079737939979,Area
3,0,2,2.1758431883077556,0.517665973214589,0.14682027914965318,15.973615306416526,0,0,0.5922416509412043,Line
3,0,0,0.0,0.6079771203382186,0.31066228657808675,137.41687995652094,0,0,1.0,Scatter
1,0,1,1.4345732811523346,0.9492302346105925,0.06547081654470893,18.41544762941059,0,0,0.47666795829597364,Line
